email|amount|accountA|accountB|currency
Good afternoon. This needs immediate attention. Please carefully move 7761477 UYU dollars from 455213754 into account 392851223. Sincerely.Dalton Gonzales|7761477|455213754|392851223|UYU
Please transfer $ 9699023 EGP from account zWo to account k. Thank you!|9699023|zWo|k|EGP
hey id like to deposit 4728323 SVC dollars into account 856367394 from this accoynt 108658579|4728323|856367394|108658579|SVC
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 333718 CZK from my savings account called 269617668 to my checking account 798018793. How will I know once this is completed? Will I be receiving confirmation via email? Best, Andrew Moss|333718|269617668|798018793|CZK
Please move 4065480 ZAR dollars from account Jv to w.|4065480|Jv|w|ZAR
To whom it may concern: Hi, I have a client who needs assistance with a transfer. We need to move $ 1361681 TVD dollars as soon as possible. Would be great if you could move it from 380604505 to 096678506. How soon can this be done, and when will the funds be fully processed? Sincerely, Katelyn Barron|1361681|380604505|096678506|TVD
Please move 3799446 JMD dollars from account 41 to 39.|3799446|41|39|JMD
To whom it may concern: Hello I need assistance with a money transfer that will not go through. I'd like to move funds from 272091052 of the amount $ 3820117 HNL. This needs to be transferred to this account, 196272905. Best, Chad Ayala|3820117|272091052|196272905|HNL
Hey! Jared Hinton It's Lauren Meza. I would really appreciate if you could help me with something. I need to transfer $ 7406718 KPW from my personal bank account 739183181 to my restaurant's business account, 889009937. Will you let me know once everything is done? I'm really sorry, but this is really urgent. PLEASE send me notice when it is done.|7406718|739183181|889009937|KPW
Cynthia Mckinney, can u move this amt 8013685 FJD from yzEejweOEW6 to this acct 6xavavfo, asap pls. thx|8013685|yzEejweOEW6|6xavavfo|FJD
Please transfer $ 2853313 THB from account RnG617 to account Cai517. Thank you!|2853313|RnG617|Cai517|THB
Hello. This email is provided at our customer's request to do the following transfer. Can you please transfer 9303886 KHR and move this amount to 366143006 from 732086880. Please email back when the proces is complete. Thank you!|9303886|732086880|366143006|KHR
Dear Angela Williams, at the request of our client, we need a transfer in the amount of $ 2218009 BND. This needs to be completed today. Please move the funds from 606776190to 536748442. Please contact me back with any questions. Thanks, Joseph Farmer|2218009|606776190|536748442|BND
Do the following Dennis Duran. Move $ 4005047 QAR from this account called WIlpFJ7 to account hzsocz8cngjw. Thanks. We need this done ASAP. We have a client waiting.|4005047|WIlpFJ7|hzsocz8cngjw|QAR
Please transfer $ 1912210 NGN from account nJZj to account vRd. Thank you!|1912210|nJZj|vRd|NGN
Please move 1966124 PHP dollars from account dtU054 to Hpe015.|1966124|dtU054|Hpe015|PHP
Please move 7723011 RUB dollars from account saz to FHC.|7723011|saz|FHC|RUB
Account 218459938 needs $ 8401063 GIP transferred to 078102293.|8401063|218459938|078102293|GIP
Please move 8503838 ZAR dollars from account B to E.|8503838|B|E|ZAR
Hello. This email is provided at our customer's request to do the following transfer. Can you please transfer 8611222 RSD and move this amount to nkxtbjnjonuv from bi4GstkogS. Please email back when the proces is complete. Thank you!|8611222|bi4GstkogS|nkxtbjnjonuv|RSD
 $ 6335432 NPR needs to be moved from account u7yrU28 to this account 7qcbvt.Thanks,Jennifer Murphy!|6335432|u7yrU28|7qcbvt|NPR
Hello James Rhodes. Thanks for taking the time to read this email and assist with this transfer. I need you to move 2649893 IMP USD from account jiXYyX to vq2co. PLEASE MAKE SURE THE FUNDS ARE MOVING FROM jiXYyX to vq2co!!!! Please do not mix up the accounts. How soon can this be done? Please CALL me back, do NOT email.|2649893|jiXYyX|vq2co|IMP
I need a transfer ASAP. Please take $ 2627631 GGP from 2CU and put this in account TS6K|2627631|2CU|TS6K|GGP
Hello, this email is to confirm a monetary transfer request on behalf of my client, Christopher Martinez. Please move 2098772 AFN from my clients personal account,twjQJTjrPfQT, to the corporate account, vsg260ct9va. Thank you very much. Sincerely,Lucas Hernandez|2098772|twjQJTjrPfQT|vsg260ct9va|AFN
Dear David Young, at the request of our client, we need a transfer in the amount of $ 3375018 BZD. This needs to be completed today. Please move the funds from YW9IDto lgsmqogoq2zm. Please contact me back with any questions. Thanks, Ashley Anderson|3375018|YW9ID|lgsmqogoq2zm|BZD
Hello, hope you are doing well. Could you please transfer 573227 GHS from u1icvDSoYd20 to account 61lhuyxdblj, and let me know as soon as this is done.|573227|u1icvDSoYd20|61lhuyxdblj|GHS
Please move 9932063 KHR dollars from account Zd to kG.|9932063|Zd|kG|KHR
Hi, I hope this email finds you well. We have an urgent request. Could $ 4596729 BZD be transferred into account fhpxjp0zbqr6 from pvf2G? Let me know. Have a great rest of your evening. Best regards,Craig Eaton|4596729|pvf2G|fhpxjp0zbqr6|BZD
Hello, how are you? I need to move $ 8456222 COP from 123310487 to 821285326. Sincerely,Melissa Taylor|8456222|123310487|821285326|COP
To whom it may concern: Hi, I have a client who needs assistance with a transfer. We need to move $ 7015229 UAH dollars as soon as possible. Would be great if you could move it from 960102314 to 363415779. How soon can this be done, and when will the funds be fully processed? Sincerely, John Riley|7015229|960102314|363415779|UAH
Please transfer $ 9270045 IRR from account Pr to account fO. Thank you!|9270045|Pr|fO|IRR
HiThomas Smith could you transfer $ 9103360 DKK from XLKXUto ONRGF. Thank you so much. Best Regards, Brian Melton|9103360|XLKXU|ONRGF|DKK
Dear madam/sir, I, Deborah Jones am currently the account holder of the following bank accounts that are in need of a transfer. Please move $ 112607 MUR to 045463870 from 801679882. For some reason, this transfer will not go through when I do it. Thanks, Deborah Jones|112607|801679882|045463870|MUR
Please transfer $ 9192235 ARN from account EBj357 to account YXx307. Thank you!|9192235|EBj357|YXx307|ARN
Please move 4604066 GGP dollars from account cz to pd.|4604066|cz|pd|GGP
Hello. $ 750759 NZD needs to be moved from account tkr9oqAwI to this account owm4yc5tb905. Thanks!John Shepard|750759|tkr9oqAwI|owm4yc5tb905|NZD
Please transfer $ 9390339 LKR from account 458 to account 831. Thank you!|9390339|458|831|LKR
Please move 2486133 SRD dollars from account DAX650 to hkW817.|2486133|DAX650|hkW817|SRD
Please transfer $ 1829583 BRL from account Dqm147 to account KVp018. Thank you!|1829583|Dqm147|KVp018|BRL
I need to move $ 1423172 GIP into BK7L from account EM5UZZYHWZ. Thanks.|1423172|EM5UZZYHWZ|BK7L|GIP
Please transfer $ 3745802 VND from account 58ilJ to account 67NmR. Thank you!|3745802|58ilJ|67NmR|VND
We need to take the following action immediately! Move $ 108456 MZN into account 945900087 from account 892300666!|108456|892300666|945900087|MZN
Please move 2719539 GIP dollars from account 46OQg to 27fWL.|2719539|46OQg|27fWL|GIP
Please transfer $ 7292369 BWP from account VmY to account av. Thank you!|7292369|VmY|av|BWP
Hello. $ 826718 DOP needs to be moved from account 812740208 to this account 210735991. Thanks!Lauren Lane|826718|812740208|210735991|DOP
We need this ASAP! Move $ 3327578 SOS into account 9TO7PCRZVOIL from account 07IAX2KL4I!|3327578|07IAX2KL4I|9TO7PCRZVOIL|SOS
Mary Davis, can u move this amt 9964291 CRC from 4uG38 to this acct c1qazv, asap pls. thx|9964291|4uG38|c1qazv|CRC
We need to move 389185 SYP dollars from 71s4fFl0 and deposit this into pe9l6ts. Thank you so much.|389185|71s4fFl0|pe9l6ts|SYP
hey i'm looking to do a transfer. could you please send 4674316 VEF from account O2SY4 to account 0N6GSVC.|4674316|O2SY4|0N6GSVC|VEF
Please transfer $ 3780503 ILS from account 57lDC to account 14Ikn. Thank you!|3780503|57lDC|14Ikn|ILS
Please move 1557836 CAD dollars from account 44 to 47.|1557836|44|47|CAD
Please transfer $ 4748865 SRD from account DJT to account wZ. Thank you!|4748865|DJT|wZ|SRD
Account RW8M8N needs $ 1742336 SHP transferred to 4ZYK5FBALAI.|1742336|RW8M8N|4ZYK5FBALAI|SHP
hey Jeremy Rodgers could u please deposit 863064 CAD from account Y5U99 to account A52VEWJ3WEXP.|863064|Y5U99|A52VEWJ3WEXP|CAD
HiAlejandro Thomas, I need you to transfer $ 7171607 BOB from 215349030to 454350351. Thanks.|7171607|215349030|454350351|BOB
HiScott Soto could you transfer $ 3493509 TVD from D5QBanLfeyto 507nt. Thank you so much. Best Regards, Erica Foster|3493509|D5QBanLfey|507nt|TVD
Dear Joshua Finley, we need a transfer of $ 8620855 CLPfrom the corporate account WZasbjp1tCGkto my client's personal account f2wtxhb8f. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|8620855|WZasbjp1tCGk|f2wtxhb8f|CLP
Hello, this is an email regarding a transfer that I need assistance with. Please help me move 220288 SBD from 175949342. The funds need to be transferred to the account 895073016. Can this be done? and when? Let me know if you need additional details. Thanks.|220288|175949342|895073016|SBD
Hey!!! Dwayne Schneider. Can you transfer $ 4330971 MNT between two of my accounts? The funds need to be moved from this account 627562075 to my other account 820246806. Make sure you get those accounts correctly. Thanks! Best Regards, William Howell|4330971|627562075|820246806|MNT
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 2969675 AWG into account 624639316 from account 691643002. Because this is on behalf of my client, please make sure there are no errors when conducting the transfer! Thank you, please send confirmation after this is done.|2969675|691643002|624639316|AWG
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 2003620 VND into account 6wbui9cx1ruk from account nype9QakT3. Because this is on behalf of my client, please make sure there are no errors when conducting the transfer! Thank you, please send confirmation after this is done.|2003620|nype9QakT3|6wbui9cx1ruk|VND
I need a transfer ASAP. Please take $ 6416965 XCD from 990326980 and put this in account 024498639|6416965|990326980|024498639|XCD
Could you please transfer 5149945 KRW from N9ZSZ39SBRQ to account JM6AV.|5149945|N9ZSZ39SBRQ|JM6AV|KRW
Please move 331142 BRL from UUbVIYx to account gelxqu9. Thank you very much. Sincerely,Jordan Oneill|331142|UUbVIYx|gelxqu9|BRL
I need to move $ 6834327 ANG into 2CO5 from account GIT5. Thanks.|6834327|GIT5|2CO5|ANG
Please move 4135213 AZN dollars from account 403 to 240.|4135213|403|240|AZN
Please transfer $ 118735 NAD from account CW to account p. Thank you!|118735|CW|p|NAD
Please move 2305901 CNY from 231286272 to account 201099916. Thank you very much. Sincerely,Daniel Edwards|2305901|231286272|201099916|CNY
Please move 6787084 PAB from G14vSTXRe to account hk8dgaojd. Thank you very much. Sincerely, David Wang|6787084|G14vSTXRe|hk8dgaojd|PAB
Please move 1435284 BND dollars from account mJKS to Hxj.|1435284|mJKS|Hxj|BND
Hello, this is my second attempt to contact you regarding a transfer request. I need this transfer to be completed ASAP. Please take $ 1334666 LBP from Ux3rMURYseLT and put this in account 9krnvamej6u . If this request cannot be fully processed in the next 3 business days, please let me know so that I can make other arrangements. Sincerely, Derek Weaver|1334666|Ux3rMURYseLT|9krnvamej6u|LBP
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 5503485 HKD into account j7tfca19ax from account 9fQhPoTZl2CT. Because this is on behalf of my client, please make sure there are no errors when conducting the transfer! Thank you, please send confirmation after this is done.|5503485|9fQhPoTZl2CT|j7tfca19ax|HKD
Hi, can you please help me with a transfer? I need $ 8986904 ARN moved into RG4NHQOfrom 2D5F3R1ZT. Thank you.|8986904|2D5F3R1ZT|RG4NHQO|ARN
Please transfer $ 3165434 AZN from account 9081572 to account 6022464. Thank you!|3165434|9081572|6022464|AZN
Account 401225166 needs $ 1052963 VND transferred to 265829311.|1052963|401225166|265829311|VND
Hi, this is Mario Johnson, and this is to confirm a transfer that my client, Gerald Klein, is requesting to be completed in the next couple of days. Could you move money from account RcenGSI1Z6Uk to account zwfcesz0 of the amount $ 4680115 KZT. Thank you! Please send me a receipt of the completed transfer for my client.|4680115|RcenGSI1Z6Uk|zwfcesz0|KZT
Please transfer $ 9815660 ISK from account WBC568 to account AYc340. Thank you!|9815660|WBC568|AYc340|ISK
Hi, this is Kara Mercado, and this is to confirm a transfer that my client, Kenneth Levine, is requesting to be completed in the next couple of days. Could you move money from account vmGp8e to account j0hc81vd of the amount $ 745540 HUF. Thank you! Please send me a receipt of the completed transfer for my client.|745540|vmGp8e|j0hc81vd|HUF
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 295911 BWP from account WfvKNb6sK to lhwmbkc4oa6t. If there is any trouble, please don't hesitate to reach out. Thanks, Mark Burns|295911|WfvKNb6sK|lhwmbkc4oa6t|BWP
Hi, this is Gary Woods, and this is to confirm a transfer that my client, Holly Wilson, is requesting to be completed in the next couple of days. Could you move money from account yKtafwwIY to account d8acpnr of the amount $ 146678 AWG. Thank you! Please send me a receipt of the completed transfer for my client.|146678|yKtafwwIY|d8acpnr|AWG
Please transfer $ 3997593 LBP from account diT641 to account gnr785. Thank you!|3997593|diT641|gnr785|LBP
Hello, I'm trying to transfer some funds between two of my accounts but it is not functioning. Please help me do the following. Move $ 9133450 BRL from my savings account called oR3FOmlHD to my checking account 5ixsav3gfjl. How will I know once this is completed? Will I be receiving confirmation via email? Best, Meghan Lee|9133450|oR3FOmlHD|5ixsav3gfjl|BRL
